,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
448711,7vIbhLLja1Tq21XhNlh6zg,Lelaki Setia,25,245800,0,['Yovie & Nuno'],['3DHOtJqv0Bw65ENlK4FiSF'],2004-11-09,0.525,0.868,4,-6.075,0,0.0547,0.0497,0.0028699999999999997,0.11199999999999999,0.433,89.99,4
533779,0v1c90PvritPMPcJLgzClm,Udolí hadů,10,140160,1,['Debustrol'],['68cIHLETOliwmjHg4YtHt8'],1991-05-01,0.435,0.9740000000000001,2,-8.648,1,0.0958,4.2499999999999996e-05,7.950000000000001e-05,0.0638,0.268,105.72200000000001,4
430764,2lN7feU2nLQ8FYiy29n4fB,Tão bem,20,244133,0,['Lulu Santos'],['0A1oy7PC7fdzURgaLaWkL1'],1983-10-20,0.581,0.6579999999999999,0,-11.49,1,0.0391,0.63,0.0,0.24600000000000002,0.746,87.15700000000001,4
543259,7thTA3hqO2MgOlzo0rPInX,Color Blind,65,177480,0,"['Diplo', 'Lil Xan']","['5fMUXHkw8R8eOP2RNVYEZX', '3EXdLajEO02ziZ90P90bSW']",2018-03-22,0.469,0.7859999999999999,5,-5.396,0,0.18600000000000003,0.0126,3.76e-05,0.503,0.409,87.023,4
241904,0eui1RfH4QorSYhBuEGuIm,Moscow Is Calling,22,310573,0,['Fancy'],['0CZzh950BDSsosMF5Lft5K'],1988,0.604,0.86,8,-8.613,1,0.0427,0.0402,0.102,0.509,0.943,117.553,4
182136,4GUc4vniHsGShYIvaZbkXT,Chance,29,265387,0,['Big Country'],['1h8YIw9HLr6E8gdXVDRbVJ'],1983-07-15,0.6990000000000001,0.5920000000000001,2,-11.809000000000001,1,0.0265,0.00539,3.85e-05,0.0537,0.9390000000000001,108.19200000000001,4
471327,07CeVOvkQ5efZyywu2C3vf,La Solita,3,139773,0,['Carlos Di Fulvio'],['4WUhFcGCQ7PheEvLvEnOdX'],1960-11-07,0.613,0.43,3,-13.302999999999999,0,0.0783,0.7090000000000001,0.8009999999999999,0.105,0.898,90.579,3
62627,6AgDFWLbbAt2migXMbrhXT,Ready Or Not,55,275827,0,['After 7'],['4UPcJIhr5K5fPsm4itqT7E'],1989-01-01,0.733,0.5660000000000001,8,-12.06,0,0.039,0.0966,0.0,0.07400000000000001,0.775,141.94,4
444866,4bE2Z1UL5GLNxSIreRjLWX,Roll Over Beethoven - Single Version,12,142013,0,['Chuck Berry'],['293zczrfYafIItmnmM3coR'],1962-01-01,0.7070000000000001,0.9079999999999999,3,-7.12,1,0.159,0.84,0.0,0.239,0.773,92.51700000000001,4
86534,3v8PlUFGQQDBIk1J86waCo,Should I Stay or Should I Go - Remastered,66,188240,0,['The Clash'],['3RGLhK1IP9jnYFH4BRFJBS'],2013-08-26,0.742,0.838,2,-6.442,1,0.11,0.0832,0.0,0.418,0.848,113.37299999999999,4
3645,5ZLixXnO1PfmtV9MljVOi0,Chapter 5.2 & Chapter 6.1 - Sprawy Sherlocka Holmesa,0,136984,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-07-29,0.745,0.32299999999999995,1,-18.36,1,0.953,0.857,0.0,0.133,0.625,74.633,5
26724,2L2qGCtUWfdfjiAscyK50e,Sham-E-Gham Ki Qasam,12,191400,0,['Talat Mahmood'],['2fi9hpqNbi5neTbKSqG0vW'],1953-12-01,0.396,0.142,5,-15.89,1,0.0379,0.9740000000000001,0.615,0.115,0.369,115.764,3
359974,4hejIeIVPIFJhoQAewlnEu,Dibujo por Hoy,27,273013,0,['Da Pawn'],['3RkNjm33d6IZZ6gAjb6hXy'],2013,0.528,0.83,0,-5.825,1,0.0608,0.434,0.000452,0.0756,0.5539999999999999,114.919,4
140340,5QAqlUoctz45rVNgAB6U4c,I Feel So Good (I Wanna Boogie),24,286960,0,"['Magic Sam', 'Mighty Joe Young', 'Stockholm Slim', 'Mack Thompson', 'Odie Payne III']","['0XErJwG6aCEj7NpKsEZrrO', '3s5c2rjSE7v4KbMsGb5qaL', '0WKpnBdTIx21ZsPd8zuynC', '26n6ojDqVMAInlzCRGzVxF', '4tcSBbry63txTgC08PNmou']",1967,0.5429999999999999,0.573,2,-15.174000000000001,1,0.0897,0.2,3.21e-05,0.245,0.562,107.55,4
39515,4uZr7slQvxjPljhbDYrkMJ,Monday Monday,42,181773,0,['Neil Diamond'],['7mEIug7XUlQHikrFxjTWes'],1968,0.5429999999999999,0.725,9,-4.11,1,0.0273,0.075,0.000213,0.7020000000000001,0.722,113.296,4
461043,0TiLuTqfktmNNKclGI9VG2,J'refume du shit,33,261947,1,['Stupeflip'],['7qiRNP9z0FhN63YcLmb8Ai'],2003-07-20,0.6679999999999999,0.639,11,-7.752999999999999,1,0.0304,0.0469,0.00106,0.109,0.474,143.946,4
325064,7vbaBiolG6Z9C3wCNeeGYd,"Mescal, ladrone messicano",21,86320,0,['Franco Micalizzi. Orch. Diretta M° Plenizio'],['0lHiy3xrrwglfooXD5zLSf'],1971,0.679,0.797,7,-4.315,1,0.0435,0.33899999999999997,0.8690000000000001,0.10400000000000001,0.951,101.59700000000001,3
235204,0ucKV86adhmCNTRytiONDy,Te Visitara la Muerte,11,203468,0,['Guerreros Del Metal'],['4AkCopeKeV9zKv3Vexm7T7'],1994-06-05,0.321,0.805,11,-9.594,1,0.0657,6.99e-05,0.0393,0.11599999999999999,0.5489999999999999,173.172,4
173614,70XGEurpA8DDwzV6cLkgyD,A Night in Tunisia - Live; 2004 Remastered Version,0,454840,0,['Quintet Of The Year'],['2onZVRbCuxqXNnADAlRjSP'],2011-01-01,0.581,0.6829999999999999,8,-8.351,1,0.0405,0.82,0.37799999999999995,0.172,0.47100000000000003,99.723,4
498582,44VY9qygabYN7UlEsKDwvr,Kapitel 24 - Das gestohlene Hexenkraut (Folge 070),34,90635,0,['Bibi Blocksberg'],['3t2iKODSDyzoDJw7AsD99u'],1999-01-04,0.727,0.48200000000000004,10,-15.209000000000001,0,0.932,0.64,0.0,0.838,0.579,91.544,4
382058,7qytcmCnM9IOSPOfsRhhvj,Same Star,56,192000,0,"['Thierry Von Der Warth', 'Jordan Jade']","['2mF9PcfpN8vxRtCfra8hz1', '3fOL1ZASYHeb9zZxP0YXNz']",2020-09-18,0.711,0.7090000000000001,9,-4.772,1,0.0434,0.505,0.0,0.0803,0.772,120.04299999999999,4
259951,2kjwp95Rw2fAXX74t1rUvE,Opica na bicykli,13,109160,0,['Peter Nagy'],['7nIVQDS2Apw7yagohjImhl'],1987-01-01,0.721,0.807,9,-7.627000000000001,1,0.0349,0.0159,6.0899999999999996e-05,0.0594,0.8220000000000001,115.27799999999999,4
405430,4G7X7bfakaLhsoYtahDJZb,Radhitu Billahi Rabba - Vocals Only - No Music,50,251258,0,['Maher Zain'],['6PUZZX4GCzeFS0GaDWxVwz'],2012-04-02,0.544,0.298,1,-10.829,0,0.0306,0.846,0.0,0.204,0.586,154.889,3
243714,5triiOrWzbdEYc2iQhBWWM,Greenwaves,51,285360,0,"['Secret Garden', 'Karen Matheson']","['6GUg2fRLklsnSJsG3PrTt0', '452VCvrlUCQPSFpYvkqKLd']",2001-01-01,0.32,0.222,3,-14.854000000000001,1,0.0361,0.899,0.0673,0.15,0.13699999999999998,82.022,3
25527,0xMLF8dmsaHSsaGr89Wywu,"L'Arlesiana, Act II: ""Sono respinta"" (Vivetta)",0,91400,0,"['Francesco Cilea', 'Orchestra di Torino Della RAI', 'Arturo Basile', 'Gianna Galli']","['4UI5kd2hXbzrL9dH9zpK03', '43Fai1S12XaLhQtttzo1Rr', '1J0Clrl4D0cAbGmRKn9X5q', '4ZtWSBXveaZuKTstvS1SQl']",1951,0.177,0.0738,1,-19.840999999999998,1,0.0519,0.9640000000000001,0.000153,0.0817,0.0428,178.94,3
208077,33EEgB0PZmzB5dRpE8rhUQ,Su Encanto En Mi,24,241560,0,['Gian Marco'],['2gDqGAadPIPiA7LtmNn74g'],1998-09-03,0.528,0.431,9,-10.964,1,0.0268,0.214,0.0,0.11599999999999999,0.311,81.992,4
43082,74HblpHxO9ua5tvjbDJgJs,Cygnet Committee - 2015 Remaster,38,579320,0,['David Bowie'],['0oSGxfWSnnOXhD2fKuz2Gy'],1969-11-04,0.308,0.537,0,-11.115,1,0.0447,0.124,0.0,0.0812,0.322,132.942,4
73687,1DHq5otBnGZZHvAskPTh59,Logical Brain - Year 3000 Mix,0,221194,0,['Electro Mann'],['715ETHjAlf1sXM4vFEmxjT'],2020-12-15,0.745,0.731,9,-11.289000000000001,1,0.0758,0.0839,0.9309999999999999,0.0674,0.958,125.0,4
123267,7erhIyxGoJrebk0fuYUjuX,"Divertimento No. 15 in B-Flat Major, K. 287: IV. Adagio",0,442560,0,"['Wolfgang Amadeus Mozart', 'Arturo Toscanini']","['4NJhFmfw43RLBLjQvxDuRS', '4xpgBZSojKNEQqQHXrwSXA']",1947,0.23600000000000002,0.10800000000000001,3,-20.991999999999997,1,0.0459,0.9059999999999999,0.782,0.203,0.166,107.65100000000001,4
84558,4bia7OWZPoswlzXCqESYrR,Smile,64,209520,1,['Avril Lavigne'],['0p4nmQO2msCgU4IF37Wi3j'],2011-03-08,0.634,0.848,1,-3.843,0,0.047,0.00237,0.0,0.0681,0.647,105.055,4
14285,0cL93m5DLzJtHJf1GSxAf3,夫妻相罵,4,176000,0,['Ying Yin Wu'],['4Id8e7ATmAtOVCX9S0Jc0F'],1940-02-01,0.578,0.336,3,-9.523,1,0.0479,0.9890000000000001,0.000182,0.382,0.64,77.765,4
281292,3BFco3UFWpcwYiTBZRymk9,The Grand Vizier's Garden Party (Entertainment) [2011 - Remaster],25,425947,0,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],1969-11-07,0.37,0.235,2,-18.404,1,0.174,0.632,0.484,0.161,0.155,77.865,4
190170,6N4rqRMdQCfT0lTXuFx72D,The Waterfront,30,319040,0,['John Lee Hooker'],['1yNOfXGQNGjAynk77wv85x'],1966-01-01,0.439,0.0378,5,-27.058000000000003,1,0.0662,0.885,0.000225,0.196,0.212,146.297,3
378349,1u6IC8zgnlHpQ5EaOwi7qf,Daar Zijn Vrienden Voor,26,260933,0,['Kabouter Plop'],['7fHiMDuW7iKPusMbRsjpCI'],1998-01-01,0.444,0.429,1,-9.137,1,0.0295,0.128,4.01e-06,0.124,0.215,79.944,4
340195,2NOsBN5RdlHUMxlTYOR41f,"Peer Gynt Suite No.1, Op.46: 3. Anitra's Dance",25,226667,0,"['Edvard Grieg', 'Berliner Philharmoniker', 'Herbert von Karajan']","['5ihY290YPGc3aY2xTyx7Gy', '6uRJnvQ3f8whVnmeoecv5Z', '5zCaQxjl110XTrm4LQ1CxY']",1989-01-01,0.305,0.0286,9,-32.387,0,0.0495,0.9259999999999999,0.665,0.231,0.10099999999999999,149.084,3
182891,5J5XcY7gQahOXVjkvSOIok,In God’s Country - Live,38,169377,0,['U2'],['51Blml2LZPmy7TTiAg47vQ'],1987-03-03,0.389,0.925,3,-7.757000000000001,0,0.0538,0.00336,1.9e-06,0.565,0.63,130.673,4
242783,7CzIIZDrVCgxwXYzhzt58d,Hola Que Tal,45,273547,0,['Las Pelotas'],['1Qv4E1VgZOGnOYd99Kp5Bs'],1995-04-01,0.5329999999999999,0.741,4,-9.935,0,0.0623,0.0782,0.0548,0.0916,0.8029999999999999,186.019,4
152366,1tDox1AbPPsJIiGHigMOO9,Mi enfermedad - Versión 96,34,213347,0,['Los Rodriguez'],['3XkJyJgJDxnjdQgH0zfT8K'],1996-11-16,0.56,0.91,2,-3.492,1,0.0278,0.018000000000000002,0.0,0.233,0.741,135.967,4
548212,1KGXf5p7KIXimtWTCE0VlK,P・R・E・S・E・N・T,14,267373,0,['Seiko Matsuda'],['3E5NLQpQbd0eJ18XO9zC0h'],1980,0.706,0.531,10,-16.324,1,0.0355,0.247,0.0020399999999999997,0.14300000000000002,0.737,136.476,4
76299,1rUHLQEmtefobuukC1SVDf,Bouncing Off The Walls,56,141293,0,['Sugarcult'],['04RtvnUz0XrUbUZzOA8ZoW'],2002,0.47700000000000004,0.917,6,-4.692,1,0.0547,0.00295,0.0,0.268,0.71,150.974,4
286085,6HaTYIUKd8SzdvGOfutBRD,Poesia Acústica #2: Sobre Nós,67,471768,0,"['Delacruz', 'Maria', 'Ducon', 'Luiz Lins', 'Diomedes Chinaski', 'BK', 'Kayuá', 'Pineapple StormTv', 'Salve Malak']","['1MzXJ8AaHdidMAnjgcahS4', '1fcS44jH4wr0qwxSVdxWyX', '5ZHFfmxPiRYohYVeUnOogj', '0hWRVPGWjaXcEvg8l65Tx0', '6DDTbUgrNrVcAJFVrOjmVK', '1YOVBTvznjiDvtAj4ExHeo', '6GRG2j3z9S1Lsa47YgPjkH', '09U6hmCerKcIJrixubiBjm', '7zxFc10N9BP2lg73b8cwZ0']",2017-08-12,0.61,0.6409999999999999,8,-9.841000000000001,1,0.18899999999999997,0.703,0.0,0.183,0.802,93.725,4
507455,0ZqHMqDVRC2QxH60AkwTHA,"Mondd, miért szeretsz te mást?",22,218093,0,['Péter Máté'],['7CgKheRdpyzP2JoT1sUzP6'],1999-09-01,0.41200000000000003,0.387,0,-11.245999999999999,0,0.0321,0.5329999999999999,7.18e-06,0.132,0.41100000000000003,76.866,4
212077,4E8hgGDOwG5CpiEke6qZMT,On s'attache,56,191507,0,['Christophe Maé'],['7jgnJBnpZTiGnCF2Wvka2Z'],2007-03-19,0.789,0.71,8,-5.815,1,0.0432,0.409,3.63e-06,0.24600000000000002,0.687,100.014,4
431317,38VugYbwlx2V9RHe95fVRW,Partideiro Indigesto,20,217667,0,['Bezerra Da Silva'],['3aqtJPuhfwxQ60jG1OAFQt'],1987-09-01,0.674,0.607,0,-11.49,1,0.0612,0.435,0.0,0.0421,0.9640000000000001,97.539,4
437931,4K2cf2HfNRY38YBjAjI5X4,The Wonder Years,0,284657,0,['Roberts Hall'],['19q7BtjkfhKFJoGn36OtY3'],2018-04-06,0.23199999999999998,0.9209999999999999,9,-5.182,1,0.054000000000000006,0.203,0.0008029999999999999,0.11,0.23399999999999999,129.697,4
211301,1XM5PgxjpYcF0JuE9nfUbS,Por Perro,59,245360,0,"['Sebastian Yatra', 'Luis Figueroa', 'Lary Over']","['07YUOmWljBTXwIseAUd9TW', '7waNCUQ1Ne7OoNHgqpgMZ7', '1jSjfSgDjedJdi5MoyRu78']",2018-03-30,0.685,0.762,0,-5.147,1,0.0565,0.419,0.0,0.0759,0.905,172.017,4
574741,7nGZ9RHnMpFXp5ECq1qOBH,Bahay Kubo,37,292467,0,['Hale'],['6Ww3OMFzCaO33ulKh1LBFN'],2009,0.589,0.736,11,-5.971,1,0.0289,0.012,0.221,0.0877,0.39,119.993,4
69635,0RVFjx2HwbHcl5SCSADpFP,Eulogy,59,505147,1,['TOOL'],['2yEwvVSSSUkcLeSTNyHKh8'],1996-09-17,0.479,0.6459999999999999,4,-9.059,0,0.14800000000000002,0.0055899999999999995,0.784,0.0985,0.35600000000000004,180.738,3
246308,1ZdhOMWyFR8Iv9eylMGYg2,Mount Everest,66,157497,1,['Labrinth'],['2feDdbD5araYcm6JhFHHw7'],2019-11-22,0.494,0.428,0,-7.239,0,0.203,0.233,0.0752,0.0816,0.441,87.723,4
487663,7pg0KCiFMABfGHWxnqqZvZ,Panamera Flow (feat. Bushido),51,257080,1,"['Shindy', 'Bushido']","['5j21TGkrNEAJe3gG9VlS34', '3c96G4d2lUOxhomM2mby5S']",2013-07-12,0.442,0.914,2,-5.184,1,0.255,0.0217,0.0,0.11599999999999999,0.299,96.195,5
35865,2I21F1RGYjXbrQDEmfKAiw,Nervous Breakdown,32,140620,0,['Eddie Cochran'],['1p0t3JtUTayV2wb1RGN9mO'],1962-01-01,0.499,0.848,7,-8.189,1,0.17800000000000002,0.13699999999999998,0.0301,0.303,0.8170000000000001,165.25799999999998,4
511990,3WQ3NY2Oe2ZDTEWsq3TgJ6,Paavi Parayan and Enakkum Irangi,1,263947,0,['M.M.Dandapani Desikar'],['5cmIgAL9GLwIfeO1am5TLe'],1942-12-31,0.402,0.5589999999999999,6,-10.048,0,0.22899999999999998,0.9890000000000001,0.043,0.46799999999999997,0.532,133.833,1
141500,2BrySeOXduZM6WSxuIFYjV,都是阿哥哥,22,109907,0,['立邁'],['1I8DCdmk8LNREAnNBRd8hG'],1969-02-01,0.528,0.156,9,-22.609,1,0.225,0.75,0.00146,0.626,0.6970000000000001,148.898,4
575251,1ORGCooi3KsZpMNW8EtYPN,Looking Through the Eyes of Love,41,251747,0,"['Gail Blanco', 'Suy Descalsota']","['3GCjJuW39MAe4vieRj9ZyB', '6AmhkbwoXOJZ9RZwfKz3Ak']",2013,0.522,0.359,10,-8.544,1,0.0278,0.8690000000000001,7.85e-05,0.0903,0.218,72.264,4
140130,598rWaROtanTcIHZplrCVB,Recordándote,25,208067,0,['Alfredo Zitarrosa'],['4xQFKlQXtzYxfZOnk799m2'],1966-01-01,0.598,0.36200000000000004,0,-9.1,1,0.129,0.8909999999999999,0.00399,0.111,0.624,81.468,3
205914,1HrWghXsnq6HFH6QxsuVSd,Diamonds Never Made a Lady,29,243680,0,['Modern Talking'],['79bxUQsBIXO8nVLB9fYKf7'],1985-04-01,0.768,0.784,6,-11.34,0,0.049,0.308,0.0272,0.0854,0.968,119.309,4
441686,60POmNKpduZe4xoZRftw8M,When You Say Nothing At All,23,310451,0,['Frances Black'],['3e8vzKUtYC6Yb8r276GNO0'],1996-06-29,0.517,0.426,11,-9.555,1,0.0285,0.884,3.15e-05,0.0949,0.634,175.725,5
521528,6dMTDjz0W0Ae2zWx7Dn2Pq,Dariya Mein Phenk Do Chabi,24,325240,0,"['Lata Mangeshkar', 'Kishore Kumar']","['61JrslREXq98hurYL2hYoc', '0GF4shudTAFv8ak9eWdd4Y']",1981-01-16,0.402,0.435,4,-15.892999999999999,1,0.0679,0.858,0.0012900000000000001,0.24,0.893,141.915,4
152898,3xrJOGPxVzzdmhFZjsuGbW,La Piñata,27,102635,0,['Las Gatitas'],['1oaOuEY1r5gNPPq1G9Y9eC'],1997-05-14,0.818,0.625,3,-11.385,1,0.0415,0.077,0.455,0.331,0.9329999999999999,112.146,4
559017,3lFHw509QAF11ZpKi9s3Ul,それでも信じてる,36,352440,0,['FUNKY MONKEY BABYS'],['6ecCVdF55fHdbVlAu1lJXU'],2011-12-21,0.461,0.889,0,-2.211,1,0.0447,0.085,0.0,0.41600000000000004,0.594,170.078,4
373333,0fJAtb6cVePu2tcnSjb4zk,Günah Sevap,40,279693,0,['Aynur Aydın'],['27TH57uXZezzxdlmbbyWQU'],2016-04-27,0.659,0.91,7,-5.47,0,0.0716,0.00755,5.75e-06,0.129,0.503,127.007,4
176659,5b1liHMhyuhXubotPxRCBQ,Frontera,2,166134,0,['Fast Distance'],['3W26l8VsK5mrcPCgEr6mZk'],2015-12-18,0.5,0.935,5,-5.941,0,0.0428,0.00218,0.755,0.502,0.0271,130.032,4
581906,1YVXfdixndaxU7KcrFAVmg,Sju ensamma kvällar (Seven Lonely Days),21,172253,0,['Kellys'],['6kOLZzoXaFsV3UPH1KqPB7'],1999-01-01,0.618,0.8320000000000001,0,-2.7689999999999997,1,0.0287,0.0528,0.000628,0.155,0.763,154.077,4
258561,7DqDdIYx8aAOg3NpSusWGP,Nové mapy ticha,4,370169,0,"['Dezo Ursiny', 'Ivan Štrpka']","['5YHmjr6WOlYitAHhFb0xqv', '1zlsLzz52sgzAmvoI8luhs']",1979-01-01,0.42200000000000004,0.6659999999999999,10,-7.405,1,0.0606,0.0837,0.00521,0.172,0.204,117.3,4
100157,6P0L8mhG0FRAdQYrXTozyL,Bohemian Rhapsody - Operatic Section / 2011 A Cappella Mix,35,63440,0,['Queen'],['1dfeR4HaWDbWqFHLkxsg1d'],1975-11-21,0.78,0.588,10,-12.272,1,0.514,0.713,0.0,0.0766,0.708,75.898,4
576103,2QDyYdZyhlP2fp79KZX8Bi,mad woman,71,237258,1,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2020-07-24,0.5920000000000001,0.6990000000000001,3,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,4
396754,2cLhFiswp6msOFoZiEGj1i,Male,46,254422,0,['Rosario Miraggio'],['6cgXJIXcmKYb9R73a09qaD'],2006,0.629,0.9159999999999999,11,-4.612,0,0.0555,0.402,0.0,0.0648,0.494,131.965,4
491113,4AJ86GHzLYdEgwTuvKZ6cj,Reckless (Don't Be So) (Live) - Remastered,16,314067,0,['Australian Crawl'],['41fDGRDlzczk5Yo2wDo0H4'],1986-01-01,0.316,0.62,11,-6.8629999999999995,0,0.032,0.00982,0.000933,0.71,0.16899999999999998,126.895,4
561990,65xEfMeAKLNvDASIIabAYc,みんなちがって、みんないい。,43,228682,0,['Creepy Nuts'],['0pWR7TsFhvSCnbmHDjWgrE'],2018-07-25,0.7,0.943,1,-4.87,1,0.16899999999999998,0.18,0.0,0.345,0.797,124.044,4
257629,7DYoOZyQNvof3pW0BHTmtF,Nebeskej Kovboj,8,176867,0,['Waldemar Matuška'],['4LNC9g5ie0tSgZed2CHQ5A'],1965,0.386,0.789,10,-5.665,1,0.0633,0.78,2.68e-05,0.358,0.655,133.487,4
141904,2kpacfH3ZYvy5RSguuhVTp,Ráðskonu skilað heim,23,333857,0,['Leikhópurinn Kardemommubærinn'],['2aaGKdk7T6qQCK2SB67siJ'],1970-01-01,0.742,0.153,8,-18.432000000000002,1,0.932,0.863,0.0,0.86,0.5660000000000001,115.021,4
369371,1MWJkkl6QsiTcQzGyTVXxq,Jingle Bells,35,131907,0,['Mickey and the Gang'],['314zuaSQxaFN1VAOL2IKR7'],2003-01-01,0.866,0.534,7,-9.841000000000001,1,0.0376,0.63,0.0,0.259,0.8590000000000001,107.947,4
556477,7pHMrsi4pwTURmxWkxJBiF,カノン,32,358240,0,['Relaxing Orgel'],['3VPAYGu57Ri4t41diapqn8'],2005,0.606,0.466,2,-8.105,1,0.0488,0.965,0.868,0.109,0.342,138.026,4
102272,1a6o3Lh2T6u1m3FRCf1hcB,I Believe In You And Me,32,241587,0,['Four Tops'],['7fIvjotigTGWqjIz6EP1i4'],1982-01-01,0.322,0.308,0,-10.709000000000001,1,0.0318,0.917,4.98e-06,0.14,0.078,124.49,4
501209,1NcVOQ0fu8erZf2XkQuAEB,Morning Sun,60,164203,1,"['Shindy', 'OZ']","['5j21TGkrNEAJe3gG9VlS34', '6yfgM1rkLSenhFIW3iV9hm']",2020-08-28,0.741,0.573,5,-7.531000000000001,0,0.262,0.268,0.0,0.171,0.529,78.931,4
8722,6vjn7OzYntl02ypKFHOMr1,A Lo Oscuro,0,133224,0,"['Antonio Morel', 'Frank Cruz']","['1wP1FUeZ1k12MrEnYlmugi', '43lbq6HwbuHXd1FB8BWzmR']",1933-01-01,0.5760000000000001,0.7020000000000001,9,-9.287,1,0.11,0.718,0.0144,0.0924,0.83,128.009,4
313282,34Bw1YNUaB58jL6dgRB3ST,Supernova,62,182479,0,"['Galwaro', 'Behmer']","['3vDh2Mern1I2k53Oy0pDlD', '6UZvJbrEJxkycbgUznMIF9']",2018-12-28,0.532,0.966,2,-4.5169999999999995,1,0.0727,0.00298,0.565,0.473,0.27899999999999997,150.007,4
90580,2UZtI2HUyLRzqBjodvcUmY,Rx (Medicate),72,233173,1,['Theory of a Deadman'],['74eX4C98E4FCrAMl39qRsJ'],2017-10-27,0.639,0.71,1,-7.445,1,0.0275,0.0133,0.0,0.11800000000000001,0.37799999999999995,119.98899999999999,4
499577,4TOm6L5Wi0rIJisRmQenan,Früher war ich meistens traurig,45,220160,0,['Herrenmagazin'],['0jjCQcyzvVgiT6FyrYvDUl'],2008-06-13,0.382,0.938,6,-6.669,1,0.0518,0.000721,0.00435,0.0955,0.34600000000000003,169.002,4
73409,1RxpVID4YsFqB23mz4geUn,Una vita da mediano,49,235013,0,['Ligabue'],['7H8ZC8uHJMPZGLMApRRNIz'],1999,0.493,0.634,7,-4.2,1,0.0277,0.354,0.0,0.0884,0.302,146.16899999999998,4
4353,2ae1fgDQtK2fhZ0FZ6YiY8,Piedad - Remasterizado,0,221840,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1928-09-25,0.659,0.23199999999999998,4,-10.209,0,0.0572,0.9940000000000001,0.728,0.115,0.523,111.69,4
265345,6rGM0IzpmEVl8eSTlDLYcV,Good News,37,113650,0,['Finalo'],['2V7ynLbPUP9qYjqKwClYVD'],2021-02-22,0.556,0.114,9,-19.403,0,0.038,0.9440000000000001,0.00322,0.0865,0.321,79.90899999999999,4
470812,1XMXU2dijwkwp5SLNgbrd5,Feel the Love (Can You Feel It Too),1,219428,0,['Star of Copenhagen'],['5fdgCMTUEUigzdZZgy8ZiE'],2014-03-25,0.47600000000000003,0.86,10,-5.801,0,0.0507,0.0135,9.19e-05,0.11900000000000001,0.272,90.01,4
105569,59KEWmBmZBb9IKwPkhbr9h,Unomkhubulwane (African Angel),6,287867,0,"['Busi Mhlongo', 'Twasa']","['4QlgeNz8Uf8xF0f0LNjCbf', '3rxf0duzYh1ZNfGCKJYQkD']",1990-01-01,0.409,0.6779999999999999,4,-11.364,1,0.0634,0.56,2.25e-05,0.192,0.8640000000000001,76.316,4
251498,0UKb3LiQqSmgggsdOlGPhj,Digan Lo Que Digan,8,241867,0,['Karibe con K'],['7wHbsRbx23UPiHo7sNoXEb'],1995-06-21,0.519,0.655,0,-9.511000000000001,1,0.0435,0.7070000000000001,0.0,0.0434,0.884,164.59400000000002,4
508472,0mzJCgGh0PICzyveJmUyaR,Ne Add Fel!,23,197627,0,['SP'],['5k2dnlbkrNTacsiUCfnkky'],2009-04-01,0.679,0.9059999999999999,3,-4.623,0,0.0648,0.00953,0.0,0.12300000000000001,0.868,119.90799999999999,4
385385,4MyoLsuQSAvPl21onNE6aG,Рыба без трусов,18,189867,0,['Splean'],['6rdFMVoMSEN4GGX98u6QTj'],1996-04-27,0.623,0.7979999999999999,5,-8.12,1,0.051,0.0433,0.0,0.133,0.765,95.839,4
388662,1pR8VUHA1nvirwSZlLw92X,Зачем мне этот мир,33,197127,1,['LSP'],['4h8pGxEIOi7j4me1yhYxlD'],2014-01-08,0.594,0.705,3,-6.983,0,0.17800000000000002,0.0183,0.0,0.147,0.301,133.05200000000002,4
579938,2B9W7brKiGCM8kkv2SJsKh,"De sju kristallkulorna, del 41",22,78187,0,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",1989-06-12,0.6990000000000001,0.309,7,-19.347,1,0.953,0.619,0.0,0.371,0.526,75.907,4
258164,6lSV4XSDYdktizPCP5CBZc,Rock And Roll,28,368760,0,['The Velvet Underground'],['1nJvji2KIlWSseXRSlNYsC'],1974-09,0.47200000000000003,0.6609999999999999,0,-10.342,1,0.0301,0.187,0.00698,0.10099999999999999,0.353,140.58100000000002,4
